Station Code	Station Name	Station Coordinates
FSP	FATEH SINGHPURA	"26.803695,77.103252"
FSR	FAQARSAR	"30.189651,74.572792"
FSW	FATEH SINGHWALA	"0,0"
FTC	FATEHPUR CHURSI	"26.843371,80.26165"
FTD	FATEHABAD CH.JN	"23.009596,75.673828"
FTG	FURSATGANJ	"26.244772,81.415901"
FTH	FATUHI	"30.057134,73.871469"
FTP	FATEHPUR	"25.917059,80.801439"
FTS	FATEHPUR SIKRI	"27.093899,77.670507"
FUT	FATWA	"25.5017,85.305748"
FYZ	FAIZULLAPUR	"25.869573,80.893707"
FZD	FIROZABAD	"27.147145,78.386421"
FZL	FAZALPUR	"29.595551,78.289089"
FZP	FIROZPUR CITY	"30.962117,74.600902"
FZR	FIROZPUR CANT	"30.941986,74.617939"
G	GONDIA JN	"21.462175,80.190582"
GA	GUDHA	"26.950382,75.128632"
GAA	GALAN	"20.606917,75.268536"
GAD	GEVRA ROAD	"22.348964,82.6461"
GADH	GOAUDIH	"21.726733,85.546675"
GADJ	GANDHINAGAR JPR	"26.873387,75.7986"
GADM	GANGA DHAM	"27.20945,81.930199"
GAE	GAIPURA	"25.16059,82.386389"
GAG	GANGAGHAT	"23.363059,85.512085"
GAGA	GALGALIA	"26.52739005,88.11335526"
GAH	GAWNAHA	"27.269889,84.520226"
GAHT	GHUSIA HALT	"0,0"
GAI	GAUCHARI	"25.438314,86.674576"
GAJ	GANESHGANJ	"23.895412,79.074183"
GAJB	GAJARA BAHARA	"24.05391,82.312231"
GAJU	GAJU HALT	"27.203801,80.372543"
GAL	GHATLA	"27.732313,76.628952"
GALA	GUNADALA	"16.537316,80.667801"
GALE	GANKAR	"24.413703,88.067093"
GALG	GOLDING GANJ	"0,0"
GAM	GANJAM	"19.395647,85.046539"
GAMI	GOGAMERI	"29.160556,75.034046"
GANG	GANGAGANJ	"26.291876,81.201839"
GANL	GHANAULI	"31.025724,76.591873"
GAO	GAIGAON	"20.720554,76.889963"
GAP	GURPA	"24.562112,85.29665"
GAQ	GANJ KHAWAJA	"25.273572,83.184013"
GAR	GADARWARA	"22.899739,78.792014"
GARA	GARHA	"26.426309,85.520986"
GATD	GAUTAMDHARA	"23.359907,85.599289"
GAUR	GAUR	"26.913651,82.561398"
GAV	GAVADAKA	"0,0"
GAW	GAINJAHWA	"27.468374,82.257385"
GAYA	GAYA JN	"24.804188,84.999504"
GB	GAURI BAZAR	"26.594974,83.667841"
GBA	GARHBETA	"22.844342,87.320752"
GBB	GUBBI	"13.321309,76.939144"
GBD	GAURIBIDANUR	"13.612621,77.512321"
GBE	GAYABARI	"26.85972,88.260678"
GBG	GOBARDANGA	"22.880011,88.760691"
GBK	GOPALPUR BALKDA	"20.432965,85.878239"
GBN	GARH BANAILI	"25.914821,87.534771"
GBP	GULABPURA	"25.907795,74.656563"
GBQ	GODBHAGA	"21.416757,83.857269"
GBRA	GOBRA	"22.695754,88.279524"
GBRI	GOBARWAHI	"21.514487,79.722977"
GBRS	GOBARSANDA HALT	"0,0"
GBX	GOVINDPUR ROAD	"23.03993,85.02285"
GC	GHAT KOPAR	"19.085865,72.908471"
GCAB	G CABIN	"21.204658,81.431608"
GCH	GACHHIPURA	"26.953442,74.454346"
GCN	GOCHARAN	"22.277978,88.45861"
GCT	GHAZIPUR CITY	"25.583634,83.568535"
GD	GONDA JN	"27.154553,81.978092"
GDA	GODHRA JN	"22.776894,73.603592"
GDB	GIDDARBAHA	"30.201149,74.663172"
GDBR	GOONDA BIHAR	"23.068361,86.081657"
GDD	GADRA ROAD	"25.743931,70.64312"
GDE	GARLADINNE	"14.827494,77.592316"
GDG	GADAG JN	"15.436638,75.642071"
GDGN	GAUDGAON	"17.336383,76.531363"
GDHA	GODHA	"28.005617,78.140945"
GDI	GUDGERI	"15.123502,75.359688"
GDK	GONDA KACHAHRI	"27.1426,81.93831"
GDKP	GHUNDANKHAPA	"21.655035,78.42556"
GDL	GONDAL	"21.972181,70.795298"
GDM	GUDMA	"21.415678,80.287228"
GDN	GANGAIKONDAN	"8.830626,77.786093"
GDO	GODAMGURU	"27.520756,77.461853"
GDP	GUDUPULLI	"12.803432,78.27467"
GDPL	G POCHAMPALLI	"17.567857,78.488131"
GDPT	GUDAPARTI	"17.031182,82.137394"
GDQ	GODAMGURA	"17.28984,77.866709"
GDR	GUDUR JN	"14.148477,79.845371"
GDRA	GANGADHARA	"18.581986,78.989382"
GDU	GUDRU HALT	"22.292114,80.117626"
GDV	GUDIVADA JN	"16.430158,80.987864"
GDW	GADHWALA	"27.970298,73.454933"
GDX	GHOKSADANGA	"26.422235,89.352837"
GDY	GUINDY	"13.008112,80.212362"
GDYA	GHORADONGRI	"22.126593,78.002157"
GDZ	GUNDARDEHI	"20.949176,81.302691"
GEA	GHATERA	"23.8298873,79.6738909"
GEB	GARH BARUARI	"26.019149,86.605396"
GED	GULEDAGUDDA RD	"16.069486,75.695629"
GEDE	GEDE	"23.491587,88.787127"
GEG	GIR GADHARA	"20.906767,70.919666"
GEK	GEGAL AKHRI	"26.540316,74.775524"
GELA	GHADELA HALT	"21.714214,78.888187"
GEOR	GUNJARIA	"26.218095,88.131852"
GER	GERATPUR	"22.917132,72.654991"
GFAE	GARIFA	"22.908475,88.409965"
GG	GANDHIGRAM	"23.02666,72.568731"
GGA	GHOGA	"25.207892,87.163467"
GGAR	GANGADHARA	"21.141829,73.043976"
GGB	GARHMUKTESAR BR	"28.759684,78.134079"
GGC	GANGAPUR CITY	"26.468499,76.727228"
GGD	GULLAGUDA	"17.415184,78.027048"
GGG	GANGAGARH HALT	"27.850764,78.739529"
GGH	GHOGARDIHA	"26.282718,86.468453"
GGJ	GOSHAINGANJ	"26.569644,82.384243"
GGKR	GOVINDGARH KHKR	"29.995158,75.808883"
GGLE	GANGATIKURI	"23.71794,88.087006"
GGM	GORA GHUMA	"23.039298,72.454855"
GGN	GURGAON	"28.489325,77.010899"
GGO	GORAM GHAT	"25.635181,73.848896"
GGP	GANGNAPUR	"23.131658,88.640206"
GGR	GANGRAR	"25.061499,74.624977"
GGS	GHUGUS	"19.949953,79.104137"
GGT	GHUNGHUTI	"23.343123,81.185961"
GGTA	GHORAGHATA	"22.457915,87.94384"
GGV	GHOVARASH GHONA	"22.651878,88.783092"
GGY	GAGARIYA	"25.740993,70.734787"
GH	GHUGHULI	"27.089237,83.733158"
GHA	GOLEHWALA	"30.789922,74.704456"
GHAI	GHATIGAON	"26.054624,77.92654"
GHB	GAHRI BHAGI	"30.116473,74.943924"
GHD	GARWA ROAD	"24.214639,83.885336"
GHE	GHEVRA	"28.691642,76.998196"
GHER	GHER	"26.667403,77.951431"
GHG	GHAGGHAR	"30.662132,76.839666"
GHGL	GHAGWAL	"32.504586,75.213904"
GHH	GARHI HARSARU	"28.43777,76.929917"
GHJ	GURSAHAIGANJ	"27.118844,79.732075"
GHL	GOLHALLI	"13.148609,77.414303"
GHLE	GADADHARPUR	"24.013147,87.691841"
GHN	GHORPARAN	"24.741219,86.491585"
GHNA	GOHANA	"29.139867,76.688948"
GHNH	GHANTIKHAL NDPR	"20.510882,85.736146"
GHPU	GANDHIPURAM HALT	"17.494852,80.31332"
GHQ	GARHWA	"24.1756353,83.8136554"
GHR	GIDHAUR	"24.856379,86.324215"
GHRI	GHORI HALT	"27.374359,80.503693"
GHS	GURU HARSAHAI	"30.715201,74.400187"
GHSR	GHASARA HALT	"26.72246,79.360428"
GHT	GHAGHARA CHAT	"27.104214,81.505337"
GHTI	GHANTOLI	"22.099319,73.669939"
GHUM	GHUM	"27.008323,88.253903"
GHX	GARHARA	"25.427462,86.010418"
GHY	GUWAHATI	"26.182245,91.751461"
GI	GUDUVANCHERI	"12.845026,80.057287"
GIA	GARIA	"22.466561,88.404236"
GID	GIDDALUR	"15.379378,78.925953"
GII	GIDNI	"22.488332,86.853061"
GIL	GAISAL	"26.191786,88.098357"
GILA	GHIALA	"32.151635,75.643959"
GILL	GILL	"30.840931,75.848579"
GIMB	GANDHIDHAM BG	"23.069466,70.148134"
GIN	GINIGERA	"15.348176,76.247563"
GIO	GORIYAN	"27.547698,75.26536"
GIR	GAINSARI JN	"27.526236,82.56217"
GIS	GARHI SANDRA	"26.668476,77.76535"
GIW	GIRDHARPUR	"25.833115,76.784992"
GIZ	GIDAM	"18.934542,81.408691"
GJ	GANGAJHARI	"21.442843,80.058575"
GJD	GUJHANDI	"24.497771,85.463333"
GJH	GOIDINGANJ	"25.753904,84.826984"
GJJ	GAJJELAKONDA	"15.777882,79.401798"
GJL	GAJRAULA JN	"28.834448,78.250294"
GJMB	GANJMURADABAD	"26.987559,80.176678"
GJN	GAJNER	"27.9361322,73.0618338"
GJR	GOJHARIYA	"23.482535,72.555771"
GJS	GAJSINGHPUR	"29.658223,73.436909"
GJTA	GURUDIJHATIA	"20.569917,85.828328"
GJUT	GANGSAR JAITU	"30.445122,74.879551"
GJW	GAJUWALA	"29.585699,75.871925"
GK	GOLA GOKARANATH	"28.084551,80.475368"
GKA	GOKHULA	"27.069673,84.539623"
GKB	GHATAKA VARANA	"25.506503,76.159973"
GKC	GORAKHPUR CANT	"26.751129,83.417301"
GKD	GADHAKDA	"21.238022,71.381779"
GKG	GOKULGARH	"0,0"
GKH	GUSKARA	"23.490328,87.733727"
GKHT	GRAM KHARIKA HALT	"25.672783,85.383339"
GKJ	GOLAKGANJ JN	"26.108279,89.83057"
GKK	GOKAK ROAD	"16.205114,74.738789"
GKL	GOKULPUR	"22.375793,87.293586"
GKM	GUNDALUKAMMA	"15.985589,79.645042"
GKP	GORAKHPUR	"26.759751,83.381939"
GKT	GANKHERA HALT	"21.388668,80.191441"
GKX	GHAI KALAN	"0,0"
GLA	GARLA	"17.486666,80.138826"
GLBA	GOLABAI	"20.017226,85.556288"
GLBN	GUJRAN BALWA	"29.405058,77.301006"
GLD	GHELDA	"23.371726,72.212448"
GLE	GAJULAGUDEN	"17.610157,80.658334"
GLG	GULABHGANJ	"23.684145,77.912121"
GLGT	GOLAGHAT	"26.509056,93.9616198"
GLH	GULAOTHI	"28.582562,77.801399"
GLI	GALSI	"23.358252,87.681456"
GLKN	GUGALWA KIRTAN	"28.546227,75.576496"
GLL	GILL	"0,0"
GLMA	GULMA	"26.803082,88.404064"
GLNA	GULANA	"27.10345,76.565094"
GLP	GOLLAPROLU	"17.151452,82.290688"
GLPT	GOAL PARA TOWN	"26.126775,90.620899"
GLTA	GAHLOTA	"26.687343,74.996109"
GLU	GULLIPADU	"17.410065,82.63371"
GLV	GULVANCHI	"17.169003,75.053959"
GLY	GOLLAPALLY	"16.819043,78.157425"
GM	GARMADI	"23.72784,71.1339"
GMA	GUDIMETTA	"15.424889,79.010925"
GMAN	GUMANI	"24.8045,87.804794"
GMD	GURAMKHEDI	"22.68144,78.14779"
GMDA	GUMADA	"18.888746,83.457127"
GMDN	GIRIMAIDAN	"22.340788,87.306461"
GMG	GUMGAON	"20.993176,79.029894"
GMGM	GOMANGALAM	"10.603161,77.144966"
GMH	GAMHARIA	"22.796439,86.102343"
GMI	GOND UMRI	"21.003433,80.082436"
GMIA	GUMIA	"23.802701,85.828972"
GMM	GUMMAN	"30.842258,76.97176"
GMO	GOMOH JN	"23.872966,86.14809"
GMP	GARH MADHUPUR	"0,0"
GMR	GAHMAR	"25.488995,83.804741"
GMS	GARHMUKTESAR	"28.781803,78.073568"
GMU	GAURIYAMAU	"26.756839,81.79347"
GMX	GURMURA	"24.335054,83.040504"
GN	GOPAL NAGAR	"23.062359,88.745327"
GNA	GONEANA	"30.318655,74.90942"
GNAN	GONDA	"27.153942,81.977638"
GNB	JNANA BHARATI HALT	"12.935679,77.511592"
GNC	GANDHINAGAR CAP	"23.233459,72.629242"
GND	GOVINDGARH MALK	"27.240742,75.645161"
GNDM	BAHUARA HALT	"26.043982,84.830418"
GNG	GAURIGANJ	"26.20381,81.687126"
GNGD	GANGADHARPUR	"19.815483,85.293045"
GNGL	GANGAULI	"25.667677,82.862663"
GNGT	GANGATOLIA	"22.392539,79.986709"
GNH	GANGAKHER	"18.973547,76.755681"
GNJ	GUNJI	"15.522664,74.475632"
GNK	GARHNOKHA	"25.09706423,84.12265778"
GNL	GONGLE	"21.222501,80.147839"
GNN	GANGINENI	"16.781944,80.499144"
GNNA	GANGANIYAN	"25.265034,86.592522"
GNO	GOREGAON ROAD HALT	"18.162938,73.30297"
GNP	GHANPUR	"17.8508152,79.3770895"
GNPR	GUNUPUR	"19.075584,83.812466"
GNPT	GANPATPURA	"22.067505,73.192978"
GNQ	GODHANI	"21.2115,79.068646"
GNR	GADIGANURU	"15.218726,76.598868"
GNRL	GANGRAUL	"28.28269,77.75445"
GNS	GHONSOR	"22.658373,79.9512"
GNST	GANDHI SMRITI	"0,0"
GNT	GUNTUR JN	"16.300534,80.441723"
GNTR	GAUNTRA HALT	"27.126216,80.174789"
GNU	GANAUR	"29.130796,77.01077"
GNV	GANDEVI	"20.802337,73.000374"
GNVR	GONDWANAVISAPUR	"19.877163,79.330902"
GNW	GANGIWARA	"22.097808,78.845959"
GNZ	GAHNDRAN	"31.117545,75.423889"
GO	GHOTI	"19.715283,73.633234"
GOA	GOHAD ROAD	"26.480561,78.439293"
GOC	PONMLAI GLD RCK	"10.791827,78.709745"
GOD	GIDARPINDI	"31.153103,75.124984"
GOE	GHOGRAPUR	"26.450902,91.540146"
GOF	GHUTIARI SHARIF	"22.368015,88.552465"
GOGH	GOSSAIGAON HAT	"26.428769,89.949875"
GOH	GAROT	"24.354486,75.726099"
GOK	GOKARNA ROAD (HALT)	"14.583251,74.367657"
GOL	GOILKERA	"22.5055,85.379562"
GOLE	GOLE	"25.891658,71.99976"
GOM	GOGAMUKH	"27.441564,94.320116"
GOP	GOP JAM	"22.037117,69.895363"
GOPA	GHOSIPURA	"26.215053,78.150473"
GOPG	GOPALGANJ	"26.453822,84.435167"
GOPL	GUNDLAPOCHAMPLI	"17.567857,78.488131"
GOR	GOPINATHPUR	"23.088575,87.846422"
GOS	GHOSRANA	"27.180134,76.90361"
GOT	GOT	"28.871435,78.823471"
GOTD	GORINTADA	"0,0"
GOTN	GOTAN	"26.652061,73.737144"
GOVR	GOVINDNAGAR	"26.863893,82.707138"
GOX	GOBINDPUR DUGLI	"26.085309,83.791523"
GOY	GOVINDPURI	"26.454283,80.313063"
GOZ	GOLSAR	"28.151622,74.545498"
GP	RAJ GANGPUR	"22.186292,84.582281"
GPAE	GUPTIPARA	"23.197095,88.41754"
GPB	GHATPRABHA	"16.240675,74.75986"
GPBN	GANDHI PARK HALT	"18.652426,77.893753"
GPC	GHATPINDRAI	"22.952466,79.2661"
GPD	GUMMIDIPUNDI	"13.409491,80.123291"
GPDE	GUDIPUDI	"16.433976,80.205334"
GPE	GOGIPOTHIA HALT	"26.249853,87.284145"
GPH	GARPOS	"22.134544,84.418774"
GPI	GAJAPATINAGARAM	"18.293091,83.333702"
GPJ	GORAPUR	"18.346746,82.79387"
GPR	GHORPURI	"18.527794,73.896618"
GPS	GOJAPUR SANKDHA	"22.173894,73.585739"
GPT	GOPALAPATNAM	"17.748768,83.214827"
GPU	GULAPALYAMU	"15.087373,77.39954"
GPX	GAUTAMPURA ROAD	"23.029977,75.515556"
GPY	GANGAYAPLLE	"14.55384935,78.71719345"
GPZ	GOHPUR	"26.8951914,93.6191682"
GQD	GOURDAHA (HALT)	"22.378333,88.534441"
GQL	GURLA	"25.270623,75.885658"
GQN	GARHANI	"25.411338,84.569664"
GR	GULBARGA	"17.314752,76.824818"
GRA	GHARAUNDA	"29.541166,76.96528"
GRAE	GURAP	"23.02504,88.111982"
GRAK	GARKHA	"25.892739,84.779606"
GRB	GARH DHRUBESWAR	"23.509061,86.616726"
GRBH	GAREA BIHAR	"24.121845,85.925102"
GRBL	GARUDUBILLI	"18.21435,83.350353"
GRCP	G RAMCHANDRAPUR PH	"19.991176,83.330672"
GRD	GIRIDIH	"24.1818559,86.3142452"
GRE	GOLA ROAD	"23.545891,85.697479"
GRF	GAMBHIRI ROAD	"24.693503,74.670639"
GRFB	GAMBHIR BR	"23.226203,75.637067"
GRG	GUWARIGHAT	"23.110365,79.927683"
GRH	GHORASAHAN	"26.82008731,85.12742727"
GRHM	GIR HADMATIYA	"20.988688,70.687408"
GRHX	GARRA	"21.801743,80.154533"
GRI	GURIYA	"25.997781,73.954811"
GRJ	GATRA HALT	"21.554965,80.206203"
GRJA	GORINJA	"22.223005,69.002209"
GRKA	GURHA KEMLA	"0,0"
GRKN	GORAKHNATH	"20.308288,86.260228"
GRL	GORAUL	"25.931109,85.318537"
GRM	GARHMAU	"25.506271,78.687944"
GRMP	GANGARAMPUR	"25.389939,88.515987"
GRMR	GARHI MANIKPUR	"25.786299,81.403123"
GRMT	GUR MARKET	"16.701478,74.264317"
GRN	GURNAY	"29.894457,75.805922"
GRO	GURRA	"22.631837,77.86706"
GRP	GANGPUR	"23.223285,87.927876"
GRPA	GARHPURA	"25.65437,86.208687"
GRR	GORPHAR	"25.578369,87.656651"
GRRG	GURLI RAMGARHWA	"27.186089,83.771782"
GRRU	GURARU	"24.810733,84.791451"
GRU	GAROPARA	"26.66188,89.480896"
GRWD	GHORAWADI	"18.720235,73.696632"
GRX	GAURA	"25.749497,82.091904"
GRY	GORAYA	"31.129522,75.773993"
GRZ	GURTHURI	"29.647929,76.177139"
GS	GODHANESHWAR	"22.6815,72.36866"
GSA	GUAGACHHA	"26.501148,91.015892"
GSB	GARNA SAHIB	"31.760137,75.650311"
GSD	GHOSUNDA	"24.871292,74.534597"
GSDH	GARSANDA HALT	"25.142837,86.011527"
GSGB	GOSAINGRAM	"24.248373,88.212147"
GSGJ	GHAUSGANJ	"27.148367,80.320358"
GSI	GHOSI	"26.118606,83.544331"
GSL	GODAPIASAL	"22.530237,87.320366"
GSO	GHASO	"29.530898,76.142979"
GSP	GURDASPUR	"32.043841,75.420499"
GSPR	GOSALPUR	"23.381456,80.058875"
GSQ	GUIR SARANGA	"23.125679,87.755013"
GSR	GARHSHANKAR	"31.21838,76.142807"
GSRM	GAURI SRIRAM	"26.762472,84.197845"
GSW	GURSAR SHNEWALA	"30.14034,74.887404"
GSX	GANDHI SMRAK RD	"0,0"
GT	GHATKESAR	"17.453016,78.678117"
GTA	GOLANTHRA	"19.218735,84.740338"
GTD	GOURINATHDHAM	"23.395794,86.274605"
GTE	GOTHAJ	"22.778397,72.786484"
GTF	GUMTHAL	"28.484082,78.757725"
GTI	GHUTAI	"25.289793,79.388065"
GTJT	GETOR JAGATPURA	"26.836555,75.832014"
GTK	GHUTKU	"22.16825,82.085381"
GTKD	GERITA KOLVADA	"23.576417,72.668982"
GTL	GUNTAKAL JN	"15.17553,77.366581"
GTLM	GOTLAM	"18.111429,83.395844"
GTM	GHATAMPUR	"26.151124,80.174532"
GTNR	GOMATI NAGAR	"26.860524,81.003613"
GTP	GHATPURI	"28.125586,79.206276"
GTQ	GUMTALI HALT	"31.066352,75.636953"
GTR	BOMBAY GRNT RD	"18.96360394,72.81618118"
GTRA	GOTRA HALT	"28.808279,77.30135"
GTS	GHATSILA	"22.58596,86.479568"
GTST	GAUTAMSTHAN	"25.792163,84.63129"
GTT	GOMTA	"21.873965,70.729852"
GTU	GHAT NANDUR	"18.722958,76.563463"
GTW	GATORA	"22.053187,82.22743"
GTWD	GHATWAD	"20.92665,70.749721"
GTX	GOTHANGAM	"21.294493,72.880554"
GTY	GOLA PATI	"23.798696,79.738572"
GUA	GUA	"22.218159,85.381536"
GUB	GULARBHOJ	"29.11124373,79.30160461"
GUD	GALUDIH	"22.648552,86.410174"
GUG	GARH JAIPUR	"23.415722,86.142039"
GUH	GULDHAR	"28.703462,77.455502"
GUJ	GUNJA	"23.73994,72.598858"
GUK	GUNTAKONDURU	"16.45683,81.077213"
GULR	GULER	"32.004218,76.151206"
GUMA	GUMA	"22.808308,88.600445"
GUMI	GORUMAHISANI	"22.332769,86.276321"
GUNA	GUNA	"24.64062,77.314224"
GUNS	GHUNAS	"30.320063,75.420542"
GUP	GAURIPUR	"26.078371,89.952106"
GUR	GANAGAPUR ROAD	"17.340643,76.5905"
GURN	GURUDAS NAGAR	"22.199803,88.215408"
GUS	GHUMASAN	"23.378659,72.449813"
GUU	GUNDRATIMADUGU	"17.531931,80.079603"
GUV	GURUVAYUR	"10.597086,76.045647"
GUX	GURHI	"21.630981,76.580544"
GUZ	GUMANI HAT	"26.423234,89.275589"
GVA	GANGUVADA PH	"18.66714705,84.1067335"
GVB	GUNERU BAMORI	"24.466994,78.053226"
GVD	GHOLVAD	"20.08705,72.738161"
GVDP	GOVINDPUR PH	"0,0"
GVG	GOVINDGARH	"30.708043,76.225204"
GVH	GOVIND GARH	"27.499136,76.987638"
GVI	GARIVIDI	"18.273776,83.531413"
GVL	GUDLAVALLERU	"16.348391,81.046057"
GVMH	GANGAVARARAM	"16.73174397,82.04965353"
GVMR	GOVINDI MARWAR	"27.0313,75.092754"
GVN	GODAVARI	"17.007237,81.77036"
GW	GIRWAR	"23.837956,78.936081"
GWA	GANJ DUNDWARA	"27.728362,78.935909"
GWD	GADWAL	"16.2251,77.809682"
GWL	GWALIOR	"26.216593,78.182402"
GWM	GANNAVARAM	"16.556199,80.796075"
GWO	GWALIOR	"26.216593,78.182402"
GWP	GANGAWAPUR HALT	"26.94977,80.003471"
GWS	GAUSHALA	"29.298376,79.009552"
GWSB	GOINDWAL SAHIB	"31.376796,75.11816"
GWV	GOWDAVALLI	"17.609911,78.468561"
GXG	GEONG	"29.835879,76.496086"
GY	GOOTY	"15.149518,77.626133"
GYL	GHARYALA	"31.222417,74.731708"
GYM	GUDIYATTAM	"12.937311,78.915997"
GYN	GYANPUR ROAD	"25.281333,82.422695"
GZA	GURUJALAS	"0,0"
GZB	GHAZIABAD	"28.650072,77.431469"
GZH	GULZARBAGH	"25.597722,85.205412"
GZL	GAZULAPALLI	"15.43035,78.599625"
GZM	GOUR MALDA	"24.94781444,88.11065197"
GZN	N GHAZIABAD	"28.674474,77.438078"
GZO	GAZOLE	"25.227926,88.211632"
GZS	GZ SANDHWAN	"30.613391,74.801445"
GZT	GHAZIPUR GHAT	"25.59989,83.604412"
HA	HARGAON	"27.769532,80.728569"
HAA	HARWADA	"14.740272,74.259167"
HAD	HARIPAD	"9.279942,76.462569"
HAH	HOSA AGRAHARA	"12.561098,76.364937"
HAM	HAMIRHATI	"23.320346,87.363625"
HAN	HINDAUN CITY	"26.755804,77.031326"
HAPA	HAPA	"22.468584,70.11775"
HAQ	HASTAVARMU	"14.218793,79.12199"
HAR	HAMIRPUR ROAD	"26.016063,80.190239"
HAS	HASSAN	"13.003052,76.117229"
HAT	HATHURAN	"21.501311,72.969732"
HATB	HATIBARI	"21.309406,84.117959"
HATI	HATI	"24.68898,80.843039"
HAUR	HAUR	"22.365634,87.655449"
HB	HABRA	"22.840822,88.65778"
HBD	HOSHANGABAD	"22.75323,77.716084"
HBE	HABIBPUR	"23.211847,88.538303"
HBF	HADOBHANGI	"18.819055,83.953056"
HBG	HOWBADH JABLPUR	"23.155986,79.931889"
HBJ	HABIBGANJ	"23.222259,77.439709"
HBL	HOMBAL	"15.520596,75.576582"
HBLN	HBL NAGAR	"0,0"
HBN	HAIBARGAON	"26.355728,92.672596"
HBP	HARPAR BOCHAHA	"25.60376,85.760822"
HBS	HEBSUR	"15.42191,75.283728"
HBU	HALBARGA	"17.98804,77.297745"
HBW	HABIBWALA	"29.348664,78.478603"
HCAB	H CABIN	"21.220581,81.464481"
HCM	HRSCHNDRAPURAM	"18.479121,84.121628"
HCNR	HARI CHANDANPUR	"21.328236,85.795155"
HCP	HARCHANDPUR	"26.34296,81.160641"
HCR	HARISCHANDRPUR	"25.404399,87.867451"
HD	HARDA	"22.338724,77.10115"
HDA	HIRNODA	"26.885636,75.327759"
HDB	HALDIBARI	"26.335422,88.782406"
HDC	HARISHDADPUR PH	"22.577242,88.046837"
HDD	HADDINAGUNDU	"15.152914,76.978798"
HDE	HARDAS BIGHA	"25.497174,85.3279178"
HDGR	HADGAON ROAD	"19.332769,77.723293"
HDK	HANDIA KHAS	"25.357212,82.18915"
HDL	HODAL	"27.885667,77.38821"
HDM	HIRDAMALI	"21.342947,80.197277"
HDN	HAIDARNAGAR	"24.497771,83.950739"
HDP	HADAPSAR	"18.526817,73.927774"
HDS	HARIDASPUR	"20.725612,86.116161"
HDT	HARDATTPUR	"25.2707,82.881353"
HDU	HARDUA	"23.830733,80.391083"
HDW	HALDWANI	"29.215257,79.533892"
HDWL	HARDORAWAL	"31.917927,74.924154"
HEB	HEBBAL	"13.042439,77.5862"
HEI	HEGGERE HALT	"13.340852,77.047806"
HEM	HIMAYATNAGAR	"19.417059,77.869205"
HEN	HENRYA PH	"21.975046,87.795696"
HER	HER	"18.423593,76.97897"
HET	HETAMPUR	"26.611628,77.943449"
HFG	HAFLONG HILL	"25.132386,93.008022"
HFZ	HAFIZPETA	"17.482695,78.363075"
HG	HOTGI	"17.565238,75.989513"
HGA	HOGLA	"22.254704,88.452044"
HGH	HAIDERGARH	"26.621143,81.362772"
HGI	HAGARI	"15.153826,77.040939"
HGJ	HARDUAGANJ	"28.005617,78.140945"
HGL	HARANGUL	"18.385438,76.481152"
HGR	HEMAGIRI	"21.876374,83.742685"
HGT	HINGANGHAT	"20.542391,78.833685"
HGY	HOOGHLY	"22.905115,88.375912"
HHD	HUNSIHADGIL	"17.352646,76.646547"
HHG	HEHEGARA HALT(E)	"23.790214,84.258614"
HHL	HIREHALI	"13.28038,77.189598"
HHP	HARISHPUR	"0,0"
HHR	HRIDAYPUR	"22.710798,88.469982"
HHT	HABANGHATA	"13.247131,76.262455"
HIH	HAJIGARH	"23.006752,88.121123"
HIJ	HIJILLI	"22.319431,87.319679"
HIL	HILSA	"25.317184,85.276909"
HIND	HIND	"29.530525,77.363963"
HIP	HALDIPADA	"21.571489,86.996698"
HIR	HARINAGAR	"27.156157,84.324017"
HJI	HOJAI	"26.002024,92.851982"
HJL	HEJJALA	"12.845946,77.416878"
HJN	HOWRAH JN. CABIN	"22.583503,88.342781"
HJO	HARANGAJAO	"25.118088,92.855973"
HJP	HAJIPUR JN	"25.702949,85.21554"
HK	HELAK	"27.226089,77.309074"
HKD	HAILAKANDI	"24.680226,92.56784"
HKG	HIRAKUD	"21.480107,83.905377"
HKH	HARANYA KHERI	"22.583741,75.776825"
HKL	HARKIA KHAL	"24.362774,74.919205"
HKP	HAKIMPUR	"28.878049,78.666487"
HKR	KIWAR KHED	"21.186972,76.87672"
HLAR	HOLE ALUR	"15.81992,75.646791"
HLB	HADALA BHAL	"22.487023,72.131596"
HLD	HALUDPUKUR	"22.600065,86.143456"
HLDD	HALDI ROAD	"29.039137,79.459219"
HLDR	HALDAUR	"29.287147,78.278103"
HLE	HEELALIGE	"12.81314,77.710934"
HLG	HILLIGROVE	"11.336658,76.837005"
HLK	HOLALKERE	"14.036176,76.129761"
HLKT	HALAKATTA	"0,0"
HLN	HOLE NARSIPUR	"12.786525,76.24649"
HLP	HALDHARPUR	"25.963138,83.67887"
HLR	HALISAHAR	"22.921559,88.436852"
HLV	HALIYURU	"14.222454,76.336784"
HLW	HIRNAWALI	"29.716532,74.269466"
HLX	HILARA	"24.951667,92.620411"
HLZ	HALDIA	"22.045311,88.066406"
HM	HADMATIYA JN	"22.419757,70.395927"
HMA	HUMMA	"19.443203,85.075808"
HME	HAMRE	"34.221881,74.512539"
HMG	HAMIRGARH	"25.187234,74.616909"
HMH	HANUMANGARH JN	"29.614804,74.297533"
HMI	HIMMATANA	"30.458736,75.867119"
HMK	HINDUMALKOTE	"30.146983,73.925714"
HML	HELEM	"26.873081,93.449707"
HMO	HANUMANGARHTOWN	"29.574054,74.331093"
HMP	HEMPUR	"27.629855,80.578365"
